Date,Open,High,Low,Close,Adj Close,Volume
2014-09-19 00:00:00+00:00,46.04790115356445,61.11000061035156,61.849998474121094,60.97999954223633,61.7400016784668,18739300
2014-09-22 00:00:00+00:00,45.897193908691406,60.90999984741211,61.45000076293945,60.79999923706055,60.939998626708984,13225200
2014-09-23 00:00:00+00:00,45.9197998046875,60.939998626708984,61.400001525878906,60.77000045776367,60.81999969482422,14328800
2014-09-24 00:00:00+00:00,46.439735412597656,61.630001068115234,61.63999938964844,61.02000045776367,61.18000030517578,13728200
2014-09-25 00:00:00+00:00,45.324520111083984,60.150001525878906,61.5,60.150001525878906,61.4900016784668,16340100
2014-09-26 00:00:00+00:00,45.63345718383789,60.560001373291016,60.880001068115234,60.31999969482422,60.33000183105469,11948900
2014-09-29 00:00:00+00:00,45.46015548706055,60.33000183105469,60.5,59.72999954223633,60.029998779296875,10686500
2014-09-30 00:00:00+00:00,45.392337799072266,60.2400016784668,60.7400016784668,60.130001068115234,60.400001525878906,14384800
2014-10-01 00:00:00+00:00,45.038177490234375,59.77000045776367,60.400001525878906,59.72999954223633,60.2400016784668,18995800
2014-10-02 00:00:00+00:00,44.63612365722656,58.84000015258789,59.4900016784668,58.61000061035156,59.150001525878906,24559100
2014-10-03 00:00:00+00:00,45.74367904663086,60.29999923706055,60.38999938964844,59.04999923706055,59.25,18321100
2014-10-06 00:00:00+00:00,45.65263748168945,60.18000030517578,60.79999923706055,60.0,60.779998779296875,11578000
2014-10-07 00:00:00+00:00,44.96231460571289,59.27000045776367,59.91999816894531,59.189998626708984,59.91999816894531,14542000
2014-10-08 00:00:00+00:00,45.81953811645508,60.400001525878906,60.43000030517578,59.18000030517578,59.36000061035156,15834100
2014-10-09 00:00:00+00:00,44.81817626953125,59.08000183105469,60.33000183105469,58.88999938964844,60.33000183105469,19189500
2014-10-10 00:00:00+00:00,44.39337158203125,58.52000045776367,59.81999969482422,58.5099983215332,59.029998779296875,16689400
